1,1,N
1,2,N
1,3,Y
2,1,N
2,2,N
2,3,N
3,1,N
4,1,N
4,2,Y
4,3,N
5,1,Y
6,1,Y
7,1,Y
8,1,Y
8,2,Y
8,3,N
8,4,N
9,1,N
10,1,N
10,2,N
11,1,Y
12,1,N
13,1,Y
14,1,Y
15,1,Y
15,2,Y
16,1,N
16,2,N
16,3,N
16,4,N
17,1,Y
18,1,N
18,2,N
18,3,N
18,4,N
18,5,N
19,1,Y
19,2,Y
20,1,N
21,1,N
21,2,N
21,3,N
21,4,N
22,1,Y
23,1,Y
23,2,N
23,3,N
23,4,N
23,5,N
24,1,Y
24,2,N
24,3,N
24,4,N
24,5,Y
25,1,Y
25,2,N
26,1,N
27,1,Y
28,1,Y
29,1,N
29,2,Y
29,3,N
29,4,N
29,5,Y
29,6,N
29,7,N
30,1,N
31,1,Y
31,2,N
32,1,N
32,2,N
33,1,N
33,2,N
33,3,N
33,4,N
34,1,N
34,2,N
35,1,N
35,2,N
35,3,N
35,4,N
35,5,N
36,1,N
36,2,N
36,3,Y
37,1,N
37,2,Y
37,3,N
37,4,N
37,5,N
38,1,Y
39,1,Y
39,2,N
40,1,N
40,2,N
40,3,N
41,1,N
41,2,N
41,3,N
41,4,N
42,1,N
43,1,N
44,1,N
45,1,N
46,1,N
46,2,Y
46,3,N
47,1,N
48,1,N
48,2,Y
48,3,N
48,4,Y
49,1,Y
50,1,Y
50,2,N
50,3,N
50,4,N
50,5,Y
50,6,N
50,7,Y
50,8,N
51,1,Y
51,2,Y
52,1,Y
52,2,N
53,1,Y
54,1,N
54,2,N
54,3,N
54,4,N
54,5,N
54,6,N
54,7,N
54,8,N
54,9,N
54,10,N
54,11,N
54,12,Y
55,1,N
56,1,Y
57,1,N
58,1,N
58,2,N
58,3,N
58,4,N
58,5,N
58,6,N
59,1,Y
60,1,Y
60,2,Y
61,1,N
61,2,Y
61,3,Y
62,1,Y
63,1,Y
63,2,Y
63,3,N
64,1,N
64,2,N
65,1,Y
66,1,N
66,2,N
67,1,Y
67,2,Y
67,3,N
67,4,N
68,1,Y
68,2,Y
68,3,N
68,4,Y
69,1,Y
70,1,N
70,2,N
71,1,Y
72,1,N
72,2,N
72,3,N
72,4,N
72,5,N
72,6,N
72,7,N
72,8,N
72,9,N
72,10,N
72,11,N
72,12,N
72,13,N
72,14,N
72,15,N
72,16,N
72,17,N
72,18,N
72,19,N
72,20,N
72,21,N
72,22,N
72,23,N
72,24,N
73,1,N
73,2,N
73,3,N
73,4,N
73,5,Y
73,6,N
73,7,N
73,8,N
73,9,N
73,10,N
74,1,N
74,2,N
74,3,N
75,1,N
76,1,Y
76,2,N
77,1,N
77,2,N
78,1,Y
79,1,Y
80,1,Y
80,2,N
81,1,N
81,2,N
81,3,N
82,1,N
83,1,N
83,2,N
83,3,N
84,1,N
84,2,Y
85,1,N
85,2,N
85,3,N
86,1,Y
86,2,Y
87,1,N
87,2,N
88,1,Y
89,1,Y
89,2,Y
90,1,Y
90,2,N
91,1,N
91,2,N
91,3,N
91,4,Y
91,5,N
91,6,Y
92,1,N
93,1,N
93,2,N
94,1,Y
94,2,N
94,3,Y
94,4,N
94,5,N
95,1,N
96,1,N
97,1,Y
98,1,Y
98,2,N
99,1,N
100,1,Y
101,1,Y
101,2,Y
102,1,N
103,1,Y
103,2,N
103,3,N
104,1,Y
105,1,Y
106,1,Y
107,1,N
108,1,Y
108,2,Y
108,3,N
108,4,N
108,5,N
108,6,N
108,7,N
108,8,N
109,1,N
110,1,N
110,2,Y
111,1,Y
111,2,Y
111,3,Y
111,4,N
111,5,Y
112,1,Y
112,2,Y
112,3,Y
113,1,Y
113,2,Y
113,3,Y
114,1,Y
114,2,Y
114,3,Y
114,4,Y
114,5,N
114,6,N
114,7,N
115,1,Y
115,2,Y
115,3,N
116,1,Y
117,1,Y
117,2,N
117,3,N
117,4,N
117,5,Y
117,6,Y
117,7,N
117,8,N
117,9,N
118,1,N
118,2,N
118,3,N
118,4,N
118,5,N
118,6,N
118,7,N
119,1,N
120,1,Y
120,2,N
120,3,N
121,1,N
122,1,Y
122,2,Y
122,3,Y
122,4,N
122,5,N
123,1,Y
124,1,Y
124,2,N
125,1,Y
126,1,N
126,2,N
126,3,N
126,4,N
126,5,N
127,1,N
127,2,N
127,3,Y
127,4,N
127,5,N
127,6,N
128,1,N
128,2,N
128,3,N
129,1,Y
130,1,Y
131,1,N
132,1,N
132,2,Y
132,3,N
132,4,N
133,1,Y
133,2,Y
134,1,Y
134,2,Y
135,1,N
136,1,N
137,1,N
137,2,Y
137,3,N
138,1,N
138,2,N
139,1,Y
139,2,Y
140,1,N
140,2,N
140,3,N
141,1,N
142,1,Y
142,2,Y
142,3,N
142,4,Y
142,5,Y
143,1,N
143,2,Y
143,3,N
143,4,N
143,5,N
143,6,N
144,1,N
145,1,Y
145,2,Y
146,1,N
146,2,N
147,1,N
147,2,N
147,3,N
148,1,Y
148,2,Y
148,3,N
149,1,Y
150,1,Y
151,1,N
151,2,N
151,3,N
151,4,N
151,5,N
151,6,N
152,1,Y
153,1,N
153,2,N
153,3,N
154,1,N
155,1,N
155,2,N
155,3,N
155,4,N
155,5,N
156,1,N
156,2,Y
157,1,N
157,2,N
157,3,N
157,4,N
157,5,N
158,1,N
158,2,Y
158,3,N
158,4,N
158,5,N
158,6,Y
158,7,N
159,1,N
160,1,Y
160,2,Y
161,1,N
161,2,Y
161,3,N
161,4,N
161,5,N
162,1,Y
162,2,N
163,1,Y
163,2,N
164,1,Y
164,2,Y
165,1,N
165,2,N
166,1,N
166,2,Y
167,1,Y
168,1,N
169,1,Y
170,1,N
171,1,N
171,2,N
171,3,N
171,4,N
171,5,Y
171,6,N
171,7,N
171,8,N
171,9,Y
171,10,Y
171,11,Y
172,1,N
173,1,Y
173,2,Y
174,1,N
174,2,Y
174,3,N
175,1,N
175,2,N
175,3,N
176,1,N
176,2,N
177,1,Y
178,1,N
178,2,N
178,3,N
178,4,N
178,5,N
178,6,Y
178,7,N
178,8,N
178,9,N
179,1,Y
179,2,N
180,1,Y
181,1,N
181,2,N
181,3,N
182,1,N
183,1,N
183,2,Y
183,3,N
183,4,Y
183,5,N
184,1,N
185,1,Y
185,2,N
185,3,N
186,1,N
186,2,Y
186,3,Y
186,4,Y
186,5,N
186,6,N
187,1,Y
187,2,Y
188,1,N
188,2,N
188,3,Y
188,4,Y
188,5,N
189,1,N
189,2,N
189,3,N
189,4,Y
189,5,Y
190,1,N
191,1,N
191,2,N
192,1,N
193,1,Y
193,2,N
193,3,N
194,1,Y
195,1,Y
195,2,N
196,1,N
197,1,Y
197,2,N
197,3,N
197,4,N
198,1,Y
198,2,N
198,3,N
199,1,N
199,2,N
200,1,N
