1,1,{金陵十三钗，南京！}
1,2,{南京！}
1,3,{赚得了我的眼泪！}
2,1,{果真睡不着[打哈气][打哈气] 《金陵十三钗》的各种画面不停浮现。。}
2,2,{我现在是各种难受恶心睡不着！！}
2,3,{谁来救救我[悲伤][晕]}
3,1,{亲，“金陵十三钗”你们看了吗？}
4,1,{今晚去看金陵十三钗…}
4,2,{求人品爆发不要被影片低气压辐射到！}
4,3,{[哈哈][哈哈][哈哈]}
5,1,{自从看了《金陵十三钗》后，喜欢上了里面的曲子《秦淮景》。}
6,1,{《金陵十三钗》，心酸的一部片子，小日本太可恨了。}
7,1,{看完金陵十三钗~心里真的很压抑，从孩子视角描述着风尘女子的喜怒哀乐，哀怨情仇~}
8,1,{金陵十三钗真的很不错，老谋子真没让人失望。}
8,2,{演员都演得很好，南京话真的蛮下功夫。}
8,3,{真有去秦淮河岸走走的冲动。}
8,4,{以及，真的要带纸巾。}
9,1,{我想看金陵十三钗~}
10,1,{#饭扫光杯#同城圣诞节观影-《金陵十三钗》获奖名单：}
10,2,{@诣笙 @这峰那疯 @紫译拉 @若葳葳 @刘俊龙_ @左手出刀99 @darlindq @追食尚 @带毛毛虫去旅行 @加仑先生 @憤怒的小若若 @曼谷的JACOB2010 @心有所属_放 @背包書客 @X_小寒}
11,1,{看完《金陵十三钗》很好看~很感人~[泪]}
12,1,{谁带我去看金陵十三钗[思考]}
13,1,{看金陵十三钗恨死小日本人了}
14,1,{今年看到的最好的一部電影是 金陵十三釵。}
15,1,{金陵十三钗，不谈故事，只谈历史！}
15,2,{没有过多悬疑的故事，但都是血淋淋的历史，片头的巷战很有好莱坞风格，从头到尾表现的人性本质，善与恶，真与假，细细体会，那个历史时刻，换成是你，你能否做得如此！}
16,1,{枪版的应该有了//}
16,2,{@伊豆华尔兹:}
16,3,{ 今天好可惜！！！}
16,4,{没有去看金陵十三钗}
17,1,{#金陵十三钗#的确是一部优秀的作品，也再次验证了一个好本子的重要性，老谋子请继续这样以名作改编的模式，不要再重复英雄十面黄金甲之类自攥本子的坑爹事了----其实我觉得13钗最违和的东西貌似就又是自攒的}
18,1,{奖品！}
18,2,{一定要HOLD住！}
18,3,{一起来抢啊！}
18,4,{"晒#金陵十三钗#电影票，赢取圣诞大礼！}
18,5,{" http://t.cn/SIX314}
19,1,{中影院还是可以的，《金陵十三钗》很让人不愉快…}
19,2,{历史的伤疤掲起来是那么的触目惊心}
20,1,{@CECI思韵 i want to go to library ~~~ buy 金陵十三钗~~[心]}
21,1,{woow~~奖品好给力啊！}
21,2,{赶快参加！}
21,3,{ "晒#金陵十三钗#电影票，赢取圣诞大礼！}
21,4,{" http://t.cn/SIX314}
22,1,{一直没有去看金陵十三钗 所以也不知道好与坏}
23,1,{看了以后比看金陵十三钗更难过，我不杀伯仁，伯仁因我而死。。}
23,2,{但好像没有吃素的决心，尽最大努力少吃吧。。。}
23,3,{@何炅@谢娜@姚晨@舒淇[可怜]//}
23,4,{@笑多了会怀孕:}
23,5,{ 残忍。。。}
24,1,{拍得操蛋不是重点，重点是居然竟然果然有中国观众做二张走狗，捍卫张艺谋的一毛艺术。}
24,2,{这是我见过的最没品味的一群。}
24,3,{ //}
24,4,{@当时我就震惊了:}
24,5,{同为二战中遭受灭顶之灾的两个民族，犹太人有《辛德勒名单》和《钢琴师》两部警世之作，相比，中国人的《南京！南京！》和《金陵十三钗》拍得什么玩意儿！}
25,1,{昨晚去看了<金陵十三钗>,军人们固然是勇敢的,那群女学生很可怜,值得敬畏的是那群妓女...}
25,2,{可怜看的人稀里哗啦[泪][泪]}
26,1,{《痛症》、《失恋33天》、《恋爱恐慌症》、《金陵十三钗》慢慢看}
27,1,{秦淮景，好美，，，金陵十三钗真好看}
28,1,{萌君陪我来看＂金陵十三钗＂ [good][good][good][good][good]  谋老头的片子必须[给力]！}
29,1,{看了金陵十三钗。。}
29,2,{电影还可以。。}
29,3,{就是不知道有些家长是怎么想的。。}
29,4,{带着孩子来看。。}
29,5,{要进行爱国主义教育么，好歹选部适当电影。。}
29,6,{大屏幕上血肉横飞，底下一个小朋友乐的跟小兔子似的，蹦来蹦去的。。}
29,7,{[汗]}
30,1,{影视原声-秦淮景-http://t.cn/SM9x1R 金陵十三钗~~}
31,1,{无非又是一个不幸的故事，你这个过客不会感兴趣的。}
31,2,{------《金陵十三钗》}
32,1,{【男学生兽性大发，强暴黑丝女教师http://t.cn/Sc9r40 点击观看】金陵十三钗龙门飞甲电话谋杀案海洋天堂星期五女郎月满轩尼诗妹妹恋人举起手来2：}
32,2,{追击阿多丸号一石二鸟斯巴达克斯魁拔之十万火急喜羊羊与灰太狼之兔年顶呱呱无极星期五女郎可可西里电话谋杀案决战刹马镇}
33,1,{回复 @紫色水晶911:}
33,2,{气的一笔 [抓狂][抓狂] //}
33,3,{@紫色水晶911:}
33,4,{看金陵十三钗了？}
34,1,{在东区体育馆金陵十三钗！！}
34,2,{第一次来这里看电影哇咔咔！}
35,1,{【金陵十三钗真相：}
35,2,{24名外国人救了25万中国人】日军攻占南京，人类历史上最残酷的一场大屠杀开始。}
35,3,{22名西方人自愿留在南京，成立南京安全区国际委员会，保护了大约25万中国人。}
35,4,{他们还想方设法把日军屠城真相送出重围。}
35,5,{在南京城外江南水泥厂难民营，还有两名西方人保护了3万多难民。}
36,1,{组队去看《金陵十三钗》；}
36,2,{PS：}
36,3,{复仇并不是因为战争，而是因为践踏了人性}
37,1,{李教官　　}
37,2,{李教官在电影中是一个为了自己的信仰，为了打败敌人，而争取到自己生命的最后一分钟的人。}
37,3,{他痛恨…　}
37,4,{我做了心理测试《你是《金陵十三钗》中的谁》，你也来试试吧。}
37,5,{ http://t.cn/SJ2zk3  哈哈 很适合}
38,1,{金陵十三钗是个好片子,感人!}
39,1,{昨天看了金陵十三钗[给力]推荐，很好看，需要带纸巾！}
39,2,{[鼓掌]}
40,1,{給我買藥咯，給我端粉咯，幫我洗澡咯，幫我抄一下實習總結咯，再下部金陵十三釵看咯！}
40,2,{老公你盡職盡責點咯！}
40,3,{@bibi王小喜儿}
41,1,{《金陵十三钗》插曲秦淮景歌词中英对照：}
41,2,{The QingHuai Scenery 我有一段情呀， 唱拨勒诸公听 I have a story, and let me put it into song。}
